code,kit_type,brand,model_clean,engine_all,year_from_int,year_to_int,model_max_year,flag_rwd,flag_fwd,flag_awd,flag_rhd,flag_start_stop,flag_high_idle,flag_gearbox_v3,flag_sanden,flag_auto_tensioner,flag_two_auto_tensioners,flag_pfmot_yes,flag_pfmot_no,flag_urban_kit,flag_ind_belt,flag_n63_full_option,flag_n63_pulley_yes,flag_n63_pulley_no,flag_himatic,flag_allison_not,flag_zf_not,flag_man_option,flag_engine_sideways,cilinder,ac_filter,embrague_std,embrague_esp,tipus_embrague,year_from_v4,year_to_v4,compressors
KC16080412,Kit compresor frío industrial,TOYOTA,PROACE,2.0D-4D 120 (Euro 6) | 2.0D-4D 150 (Euro 6),2016,2019,2019,,,Yes,Yes,Yes,,ok,,,,,,,,,,,,,,,,4 / 1.997,any,"Poly-V 8PK Ø119
3.120 rpm","Poly-V 8PK Ø119
3.120 rpm",N-E,09/2016,09/2019,SD5H14 | SD5L14 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC16080412,Kit compresor frío industrial,TOYOTA,PROACE,DW10FE (Euro 6D Temp) | DW10FD (Euro 6D Temp) | DW10FC (Euro 6D Temp),2019,2021,2019,,,Yes,Yes,Yes,,ok,,,,,,,,,,,,,,,,4 / 1.997,any,"Poly-V 8PK Ø119
3.120 rpm","Poly-V 8PK Ø119
3.120 rpm",N-E,09/2019,11/2021,SD5H14 | SD5L14 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC16080412Z,Kit compresor frío industrial,TOYOTA,PROACE,DW10FE (Euro 6D Temp) | DW10FD (Euro 6D Temp) | DW10FC (Euro 6D Temp),2019,,2019,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.997,any,"Poly-V 8PK Ø119
3.120 rpm",,N,09/2019,,UP 150 / UPF 150
KC16080412Z,Kit compresor frío industrial,TOYOTA,PROACE,2.0D-4D 120 (Euro 6) | 2.0D-4D 150 (Euro 6),2016,,2019,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.997,any,"Poly-V 8PK Ø119
3.120 rpm",,N,09/2016,,UP 150 / UPF 150
KC16100417,Kit compresor frío industrial,TOYOTA,PROACE,1.6D-4D 95 (Euro 6) | 1.6D-4D 115 (Euro 6),2016,,2019,,,,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.560,yes,"Poly-V 8PK Ø119
3.136 rpm","Poly-V 8PK Ø119
3.136 rpm",N-E,09/2016,,TM 08 / QP 08 | UP 90
KC17010423,Kit compresor frío industrial,TOYOTA,PROACE,2.0D-4D 120 (Euro 6) | 2.0D-4D 150 (Euro 6) | 2.0D-4D 180 (Euro 6),2016,,2019,,,,Yes,Yes,,not,,,,,,,,,,,,,,,,4 / 1.997,any,"Poly-V 8PK Ø119
3.120 rpm","Poly-V 8PK Ø119
3.120 rpm",N-E,09/2016,,TM 08 / QP 08 | UP 90
KC19020481,Kit compresor frío industrial,TOYOTA,PROACE,DV5 (Euro 6.2),2018,,2019,,,,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.499,yes,"Poly-V 8K A Ø119
3.412 rpm","Poly-V 8K A Ø119
3.412 rpm",N-E,2018,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC19020481,Kit compresor frío industrial,TOYOTA,PROACE CITY 1.5 BlueHDi,DV5 RE (Euro 6.2 / Euro 6.3) | DV5 RD (Euro 6.2 / Euro 6.3) | DV5 RC (Euro 6.2 / Euro 6.3),2020,2022,2022,,,,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.499,yes,"Poly-V 8K A Ø119
3.412 rpm","Poly-V 8K A Ø119
3.412 rpm",N-E,2020,02/2022,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC19020481,Kit compresor frío industrial,TOYOTA,PROACE 1.5D,DV5 (Euro 6.3),2021,2024,2021,,,,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.499,yes,"Poly-V 8K A Ø119
3.412 rpm","Poly-V 8K A Ø119
3.412 rpm",N-E,2021,04/2024,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC19020481,Kit compresor frío industrial,TOYOTA,PROACE 1.5 BlueHDi,DV5 (Euro 6.4),2024,,2024,,,,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.499,yes,"Poly-V 8K A Ø119
3.412 rpm","Poly-V 8K A Ø119
3.412 rpm",N-E,05/2024,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC19070492,Kit compresor frío industrial,TOYOTA,PROACE,DV5 (Euro 6.2),2018,,2019,,,,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.499,no,"Poly-V 8K A Ø119
4.800 rpm","Poly-V 6K A Ø142
4.035 rpm",N-E,2018,,SD5H14 | SD5L14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC19070492,Kit compresor frío industrial,TOYOTA,PROACE CITY 1.5 BlueHDi,DV5 (Euro 6.2 / Euro 6.3 / Euro 6.4),2020,,2022,,,,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.499,no,"Poly-V 8K A Ø119
4.800 rpm","Poly-V 6K A Ø142
4.035 rpm",N-E,2020,,SD5H14 | SD5L14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC19070492,Kit compresor frío industrial,TOYOTA,PROACE 1.5D,DV5 (Euro 6.3),2021,2024,2021,,,,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.499,no,"Poly-V 8K A Ø119
4.800 rpm","Poly-V 6K A Ø142
4.035 rpm",N-E,2021,04/2024,SD5H14 | SD5L14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC19070492,Kit compresor frío industrial,TOYOTA,PROACE 1.5 BlueHDi,DV5 (Euro 6.4),2024,,2024,,,,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.499,no,"Poly-V 8K A Ø119
4.800 rpm","Poly-V 6K A Ø142
4.035 rpm",N-E,05/2024,,SD5H14 | SD5L14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC22010537,Kit compresor frío industrial,TOYOTA,PROACE 2.0D,DW10 (Euro 6.3),2021,2024,2021,,,Yes,Yes,Yes,,ok,,,,,,,,,,,,,,,,4 / 1.997,any,"Poly-V 8PK Ø119
3.120 rpm","Poly-V 8PK Ø119
3.120 rpm",N-E,11/2021,05/2024,SD5H14 | SD5L14 | TM 13 / QP 13 | TM 15 / QP 15 | UP 150 / UPF 150
KC22060551,Kit compresor frío industrial,TOYOTA,PROACE CITY 1.5 BlueHDi,DV5 (Euro 6.3/Euro 6.4),2022,,2022,,,,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.499,yes,"Poly-V 8K A Ø119
4.500 rpm","Poly-V 8K A Ø119
4.500 rpm",N-E,02/2022,,SD5H14 | TM 13 / QP 13 | TM 15 / QP 15 | UP 150 / UPF 150 | UP 170 / UPF 170
KC22100556,Kit compresor frío industrial,TOYOTA,PROACE 2.2 BlueHDi,B2.2 Euro 6.4,2026,,2026,,,,Yes,Yes,,ok,,,,,,,,,,,,,,,,4 / 2.184,any,"Poly-V 8PK Ø119
3.120 rpm","Poly-V 8PK Ø119
3.120 rpm",N-E,01/2026,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16
KC24050588,Kit compresor frío industrial,TOYOTA,PROACE 2.0 BlueHDi,DW10 (Euro 6.4),2024,,2024,,,Yes,Yes,Yes,,ok,,,,,,,,,,,,,,,,4 / 1.997,any,"Poly-V 8PK Ø119
3.120 rpm","Poly-V 8PK Ø119
3.120 rpm",N-E,05/2024,,SD5H14 | SD5L14 | TM 13 / QP 13 | TM 15 / QP 15 | UP 150 / UPF 150
KC24050588,Kit compresor frío industrial,TOYOTA,PROACE 2.0D,DW10 (Euro 6.3),2021,2024,2021,,,Yes,Yes,Yes,,ok,,,,,,,,,,,,,,,,4 / 1.997,any,"Poly-V 8PK Ø119
3.120 rpm","Poly-V 8PK Ø119
3.120 rpm",N-E,2021,2024,SD5H14 | SD5L14 | TM 13 / QP 13 | TM 15 / QP 15 | UP 150 / UPF 150
KC24050588-A,Kit compresor frío industrial,TOYOTA,PROACE 2.0D,DW10 (Euro 6.3),2021,2024,2021,,,Yes,Yes,Yes,,ok,,,,,,,,,,,,,,,,4 / 1.997,any,"Poly-V 8PK Ø119
3.120 rpm","Poly-V 8PK Ø119
3.120 rpm",N-E,2021,2024,TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 150 / UPF 150
KC24060590,Kit compresor frío industrial,TOYOTA,PROACE MAX 2.2 BlueHDi MY2024,2.2 Euro 6.4,2024,,2024,,,,,,,ok,,,,,,,,,,,,,,,,4 / 2.184,yes,"Poly-V Ø119
3.441 r.p.m.","Poly-V 8K A Ø119
3.441 r.p.m.",N-E,05/2024,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 150 / UPF 150 | UP 170 / UPF 170
KC24080598,Kit compresor frío industrial,TOYOTA,PROACE MAX 2.2 BlueHDi MY2024,2.2 Euro 6.4,2024,,2024,,,,,,,,,,,,,Yes,,,,,,,,,,4 / 2.184,yes,"Poly-V Ø119
4205 r.p.m.","Poly-V Ø119
4205 r.p.m.",N-E,05/2024,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 150 / UPF 150 | UP 170 / UPF 170
KC25020611,Kit compresor frío industrial,TOYOTA,PROACE MAX 2.2 BlueHDi MY2024,2.2 Euro 6.4,2024,,2024,,,,,,,ok,,,,,,,,,,,,,,,,4 / 2.184,yes,"Poly-V Ø119
3.441 r.p.m.","Poly-V 8K A Ø119
3.441 r.p.m.",N-E,05/2024,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 150 / UPF 150 | UP 170 / UPF 170
