code,kit_type,brand,model_clean,engine_all,year_from_int,year_to_int,model_max_year,flag_rwd,flag_fwd,flag_awd,flag_rhd,flag_start_stop,flag_high_idle,flag_gearbox_v3,flag_sanden,flag_auto_tensioner,flag_two_auto_tensioners,flag_pfmot_yes,flag_pfmot_no,flag_urban_kit,flag_ind_belt,flag_n63_full_option,flag_n63_pulley_yes,flag_n63_pulley_no,flag_himatic,flag_allison_not,flag_zf_not,flag_man_option,flag_engine_sideways,cilinder,ac_filter,embrague_std,embrague_esp,tipus_embrague,year_from_v4,year_to_v4,compressors
KC05100038,Kit compresor frío industrial,CITROEN,JUMPER,8140.43,2000,,2024,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.798,no,"Poly-V Ø119
2.874 rpm","Poly-V 5K A Ø119
2.874 rpm",N-E,2000,,TM 08 / QP 08 | UP 90
KC06090084,Kit compresor frío industrial,CITROEN,JUMPER,4 HV / HU (Euro 4) | 4 H6 / HH / HJ (Euro 5),2006,,2024,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.198,no,"2A Ø135
3.530 rpm",,N,07/2006,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06090084,Kit compresor frío industrial,CITROEN,JUMPER,4 H6 (Euro 5b+) | 4 HH (Euro 5b+) | 4 HJ (Euro 5b+),2014,,2024,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.198,no,"2A Ø135
3.530 rpm",,N,2014,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC07030104,Kit compresor frío industrial,CITROEN,JUMPER,F1C (Euro 4-5),2006,,2024,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.999,no,"2A Ø135
3.680 rpm",,N,06/2006,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC07030104,Kit compresor frío industrial,CITROEN,JUMPER,F1C (Euro 5b+),2014,,2024,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.999,no,"2A Ø135
3.680 rpm",,N,2014,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC07030105,Kit compresor frío industrial,CITROEN,JUMPY,DW 10 UTED 4 (Euro 4) | DW 10 BTED 4 (Euro 4),2007,,2019,,,,Yes,,,,Yes,,,,,,,,,,,,,,,4 / 1.997,no,"Poly-V Ø119
5109 rpm","Poly-V 6K A Ø142
4282 rpm",N-E/S,02/2007,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC07040108,Kit compresor frío industrial,CITROEN,JUMPER,4 HV (Euro 4) | 4 HU (Euro 4),2006,,2024,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.198,any,"2A Ø135
3.530 rpm",,N,07/2006,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC07040109,Kit compresor frío industrial,CITROEN,JUMPY,DV6 UTED 4 | (Euro 4-5),2007,,2019,,,,Yes,,,,,,,,,,,,,,,,,,,4 @ 1.560,no,"Poly-V Ø119
5.109 rpm","Poly-V 6K A Ø142
4.281 rpm",N-E,02/2007,,TM 08 / QP 08 | UP 90
KC07040109,Kit compresor frío industrial,CITROEN,BERLINGO,DV6 ATED4 | (Euro 4-5),2007,,2022,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 1.560,no,"Poly-V Ø119
5.109 rpm","Poly-V 6K A Ø142
4.281 rpm",N-E,01/2007,,TM 08 / QP 08 | UP 90
KC07040109,Kit compresor frío industrial,CITROEN,JUMPY,DV6FDU (Euro 6) | DV6FCU (Euro 6),2016,,2019,,,,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.560,no,"Poly-V Ø119
5.109 rpm","Poly-V 6K A Ø142
4.281 rpm",N-E,09/2016,,TM 08 / QP 08 | UP 90
KC07040109,Kit compresor frío industrial,CITROEN,BERLINGO,DV6 | (Euro 6.1),,2016,2022,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 1.560,no,"Poly-V Ø119
5.109 rpm","Poly-V 6K A Ø142
4.281 rpm",N-E,,2016,TM 08 / QP 08 | UP 90
KC08010121,Kit compresor frío industrial,CITROEN,BERLINGO,1.8 Duratorq TDCi (Euro 3 / Euro 4 / Euro 5),2002,,2022,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 1.753,any,"Poly-V Ø119
3.697 rpm","Poly-V 8K A Ø119
3.697 rpm",N-E,2002,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC08030124,Kit compresor frío industrial,CITROEN,BERLINGO,DV6 ATED4 | (Euro 4-5),2007,,2022,,,,Yes,,,,Yes,,,,,,,,,,,,,,,4 / 1.560,no,"Poly-V Ø119
5.109 rpm","Poly-V 6K A Ø142
4.281 rpm",N-E/S,01/2007,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC08030124,Kit compresor frío industrial,CITROEN,JUMPY,DV6 UTED 4 | (Euro 4-5),2007,,2019,,,,Yes,,,,Yes,,,,,,,,,,,,,,,4 / 1.560,no,"Poly-V Ø119
5.109 rpm","Poly-V 6K A Ø142
4.281 rpm",N-E/S,02/2007,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC08040132,Kit compresor frío industrial,CITROEN,JUMPY,DW 10 UTED 4  (Euro 4) | DW 10 BTED 4  (Euro 4),2007,,2019,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 1.997,yes,,"Poly-V 6K A Ø125
3.200 rpm",#¿NOMBRE?,02/2007,,TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC08050134,Kit compresor frío industrial,CITROEN,JUMPER,4 HV / HU (Euro 4) | 4 H6 / HH / HJ (Euro 5),2006,,2024,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.198,no,"2A Ø135
3.530 rpm",,N,07/2006,,TM 08 / QP 08 | UP 90
KC08050134,Kit compresor frío industrial,CITROEN,JUMPER,4 H6 (Euro 5b+) | 4 HH (Euro 5b+) | 4 HJ (Euro 5b+),2014,,2024,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.198,no,"2A Ø135
3.530 rpm",,N,2014,,TM 08 / QP 08 | UP 90
KC08110143,Kit compresor frío industrial,CITROEN,JUMPY,DW 10 UTED 4 (Euro 4) | DW 10 BTED 4 (Euro 4),2007,,2019,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 1.997,yes,,"Poly-V 6K A Ø125
3.200 rpm",#¿NOMBRE?,02/2007,,TM 08 / QP 08 | UP 90
KC09030155,Kit compresor frío industrial,CITROEN,JUMPER,F1C(Euro 4-5),2006,,2024,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.999,any,"Poly-V Ø119
4.039 rpm","Poly-V 8K A Ø119
4.039 rpm",N-E,06/2006,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC09030155,Kit compresor frío industrial,CITROEN,JUMPER,F1C (Euro 5b+),2014,,2024,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.999,any,"Poly-V Ø119
4.039 rpm","Poly-V 8K A Ø119
4.039 rpm",N-E,2014,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC09080173,Kit compresor frío industrial,CITROEN,BERLINGO,OM 651 DE22 LA | (Euro 5),2009,,2022,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.143,any,"Poly-V 6K A Ø119
4.695 rpm","Poly-V 6K A Ø157
3.560 rpm",N-E,2009,,SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC10010186,Kit compresor frío industrial,CITROEN,BERLINGO,F1CE0481A-F (Euro 3-4) | F1CE0481B-H (Euro 3-4),2004,,2022,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.998,no,"Poly-V 6K A Ø145
3.875 rpm",,N,2004,,CR2318
KC10110207,Kit compresor frío industrial,CITROEN,JUMPY,DW10CTED4 (Euro 5) | DW10CD (Euro 5),2010,,2019,,,,Yes,,,ok,,,,,,,,,,,,,,,,4 / 1.997,any,,"Poly-V 6K A Ø125
3.000 rpm",#¿NOMBRE?,07/2010,,TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC11040223,Kit compresor frío industrial,CITROEN,JUMPER,4 H6(Euro 5) | 4 HH(Euro 5) | 4 HJ(Euro 5),2011,,2024,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.198,any,"1B Ø119
5.147 rpm",,N,12/2011,,CS55
KC11040223,Kit compresor frío industrial,CITROEN,JUMPER,4 H6 (Euro 5b+) | 4 HH (Euro 5b+) | 4 HJ (Euro 5b+),2014,,2024,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.198,any,"1B Ø119
5.147 rpm",,N,2014,,CS55
KC11100248,Kit compresor frío industrial,CITROEN,JUMPY,DW10CTED4 (Euro 5) | DW10CD (Euro 5),2010,,2019,,,,Yes,,,,Yes,,,,,,,,,,,,,,,4 / 1.997,no,"Poly-V Ø119
4.790 rpm","Poly-V 8K A Ø157
3.630 rpm",N-E/S,07/2010,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC12010260,Kit compresor frío industrial,CITROEN,BERLINGO,D7F240 (Euro 5) | D7F260 (Euro 5) | D7F300 (Euro 5) | D7F340 (Euro 5),2012,,2022,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 7.145,yes,,Poly-V 8k Ø145,#¿NOMBRE?,01/2012,,TK-315
KC12030266,Kit compresor frío industrial,CITROEN,JUMPER,4 H6(Euro 5) | 4 HH(Euro 5) | 4 HJ(Euro 5),2011,,2024,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.198,any,"2A Ø135
3.530 rpm",,N,12/2011,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC12030266,Kit compresor frío industrial,CITROEN,JUMPER,4 H6 (Euro 5b+) | 4 HH (Euro 5b+) | 4 HJ (Euro 5b+),2014,,2024,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.198,any,"2A Ø135
3.530 rpm",,N,2014,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC12050270,Kit compresor frío industrial,CITROEN,JUMPY,DV6 UTED 4 | (Euro 4-5),2007,,2019,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 1.560,yes,,"Poly-V 6K A Ø125
3.136 rpm",#¿NOMBRE?,02/2007,,TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC12060276,Kit compresor frío industrial,CITROEN,JUMPY,DV6 UTED 4 | (Euro 4-5),2007,,2019,,,,Yes,,,,,,,,,,,,,,,,,,,4 @ 1.560,yes,,"Poly-V 6K A Ø125
3.136 rpm",#¿NOMBRE?,02/2007,,TM 08 / QP 08 | UP 90
KC12090291,Kit compresor frío industrial,CITROEN,JUMPY,DW10CTED4 (Euro 5) | DW10CD (Euro 5),2010,,2019,,,,,,,,,,,,,,,,,,,,,,,4 / 1.997,no,"Poly-V 6K A Ø150
3.800 rpm",,N,07/2010,,SD5H09
KC12090292,Kit compresor frío industrial,CITROEN,JUMPY,DV6 UTED 4 | (Euro 4-5),2007,,2019,,,,,,,,,,,,,,,,,,,,,,,4 @ 1.560,no,"Poly-V 6K A Ø150
3.800 rpm",,N,02/2007,,SD5H09
KC12090292,Kit compresor frío industrial,CITROEN,BERLINGO,DV6 ATED4 | (Euro 4-5-6.1),2007,,2022,,,,,,,,,,,,,,,,,,,,,,,4 / 1.560,no,"Poly-V 6K A Ø150
3.800 rpm",,N,01/2007,,SD5H09
KC13040324,Kit compresor frío industrial,CITROEN,JUMPY,DW10CTED4 (Euro 5) | DW10CD (Euro 5),2010,,2019,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 1.997,no,"Poly-V Ø119
4.790 rpm","Poly-V 6K A Ø142
4.014 rpm",N-E,07/2010,,TM 08 / QP 08 | UP 90
KC13080339,Kit compresor frío industrial,CITROEN,JUMPER,4 H6(Euro 5) | 4 HH(Euro 5) | 4 HJ(Euro 5),2011,,2024,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.198,any,"2A Ø135
3.530 rpm",,N,12/2011,,TM 08 / QP 08 | UP 90
KC13080339,Kit compresor frío industrial,CITROEN,JUMPER,4 H6 (Euro 5b+) | 4 HH (Euro 5b+) | 4 HJ (Euro 5b+),2014,,2024,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.198,any,"2A Ø135
3.530 rpm",,N,2014,,TM 08 / QP 08 | UP 90
KC15050390,Kit compresor frío industrial,CITROEN,JUMPER,DW10 FUE (Euro 6) | DW10 FUD (Euro 6) | DW10 FUC (Euro 6),2016,2019,2024,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.997,yes,"Poly-V Ø119
3.150 r.p.m.","Poly-V 8K A Ø119
3.150 r.p.m.",N-E,09/2016,09/2019,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120
KC15050390,Kit compresor frío industrial,CITROEN,JUMPER,DW12 (Euro 6.2 / Euro 6.3 / Euro 6.4),2019,2024,2024,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 2.179,yes,"Poly-V Ø119
3.150 r.p.m.","Poly-V 8K A Ø119
3.150 r.p.m.",N-E,09/2019,04/2024,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120
KC15050390Z,Kit compresor frío industrial,CITROEN,JUMPER,DW10 FUE (Euro 6) | DW10 FUD (Euro 6) | DW10 FUC (Euro 6),2016,2019,2024,,,Yes,Yes,Yes,,ok,,,,,,,,,,,,,,,,4 / 1.997,yes,"Poly-V Ø119
3.150 r.p.m.",,N,09/2016,09/2019,UP 150 / UPF 150 | UP 170 / UPF 170
KC15050390Z,Kit compresor frío industrial,CITROEN,JUMPER,DW12 RU (Euro 6.2 / Euro 6.3),2019,,2024,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 2.179,yes,"Poly-V Ø119
3.150 r.p.m.",,N,09/2019,,UP 150 / UPF 150 | UP 170 / UPF 170
KC15060391,Kit compresor frío industrial,CITROEN,JUMPER,DW10 FUE (Euro 6) | DW10 FUD (Euro 6) | DW10 FUC (Euro 6),2016,2019,2024,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.997,no,"Poly-V Ø119
4.790 r.p.m.","Poly-V 8K A Ø119
4.790 r.p.m.",N-E,09/2016,09/2019,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC15060391,Kit compresor frío industrial,CITROEN,JUMPER,DW12 RU (Euro 6.2 / Euro 6.3 / Euro 6.4),2019,,2024,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 2.179,no,"Poly-V Ø119
4.790 r.p.m.","Poly-V 8K A Ø119
4.790 r.p.m.",N-E,09/2019,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC15070397,Kit compresor frío industrial,CITROEN,BERLINGO,DV6 | (Euro 6.1),2016,2018,2022,,,,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.560,yes,"Poly-V 8K A Ø119
3.361 rpm","Poly-V 8K A Ø119
3.361 rpm",N-E,2016,2018,TM 08 / QP 08 | UP 90
KC16060408,Kit compresor frío industrial,CITROEN,JUMPY,DV6FDU (Euro 6) | DV6FCU (Euro 6),2016,,2019,,,,Yes,Yes,,,Yes,,,,,,,,,,,,,,,4 / 1.560,no,"Poly-V Ø119
5.109 rpm","Poly-V 6K A Ø142
4.281 rpm",N-E/S,09/2016,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC16060408,Kit compresor frío industrial,CITROEN,BERLINGO,DV6 | (Euro 6.1),,2016,2022,,,,Yes,,,,Yes,,,,,,,,,,,,,,,4 / 1.560,no,"Poly-V Ø119
5.109 rpm","Poly-V 6K A Ø142
4.281 rpm",N-E/S,,2016,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC16070411,Kit compresor frío industrial,CITROEN,JUMPY,DV6FDU (Euro 6) | DV6FCU (Euro 6),2016,,2019,,,,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.560,yes,"Poly-V 8PK Ø119
3.136 rpm","Poly-V 8PK Ø119
3.136 rpm",N-E,09/2016,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC16080412,Kit compresor frío industrial,CITROEN,JUMPY,DW10FE (Euro 6) | DW10FD (Euro 6),2016,2019,2019,,,Yes,Yes,Yes,,ok,,,,,,,,,,,,,,,,4 / 1.997,any,"Poly-V 8PK Ø119
3.120 rpm","Poly-V 8PK Ø119
3.120 rpm",N-E,09/2016,09/2019,SD5H14 | SD5L14 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC16080412,Kit compresor frío industrial,CITROEN,JUMPY,DW10FE (Euro 6.2) | DW10FD (Euro 6.2) | DW10FC (Euro 6.2),2019,2021,2019,,,Yes,Yes,Yes,,ok,,,,,,,,,,,,,,,,4 / 1.997,any,"Poly-V 8PK Ø119
3.120 rpm","Poly-V 8PK Ø119
3.120 rpm",N-E,09/2019,11/2021,SD5H14 | SD5L14 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC16080412Z,Kit compresor frío industrial,CITROEN,JUMPY,DW10FE (Euro 6) | DW10FD (Euro 6),2016,,2019,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.997,any,"Poly-V 8PK Ø119
3.120 rpm",,N,09/2016,,UP 150 / UPF 150
KC16080412Z,Kit compresor frío industrial,CITROEN,JUMPY,DW10FE (Euro 6.2) | DW10FD (Euro 6.2) | DW10FC (Euro 6.2),2019,,2019,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.997,any,"Poly-V 8PK Ø119
3.120 rpm",,N,09/2019,,UP 150 / UPF 150
KC16100417,Kit compresor frío industrial,CITROEN,JUMPY,DV6FDU (Euro 6) | DV6FCU (Euro 6),2016,,2019,,,,Yes,Yes,,,,,,,,,,,,,,,,,,4 / 1.560,yes,"Poly-V 8PK Ø119
3.136 rpm","Poly-V 8PK Ø119
3.136 rpm",N-E,09/2016,,TM 08 / QP 08 | UP 90
KC17010423,Kit compresor frío industrial,CITROEN,JUMPY,DW10FE (Euro 6) | DW10FD (Euro 6) | DW10FC (Euro 6),2016,,2019,,,,Yes,Yes,,not,,,,,,,,,,,,,,,,4 / 1.997,any,"Poly-V 8PK Ø119
3.120 rpm","Poly-V 8PK Ø119
3.120 rpm",N-E,09/2016,,TM 08 / QP 08 | UP 90
