code,kit_type,brand,model_clean,engine_all,year_from_int,year_to_int,model_max_year,flag_rwd,flag_fwd,flag_awd,flag_rhd,flag_start_stop,flag_high_idle,flag_gearbox_v3,flag_sanden,flag_auto_tensioner,flag_two_auto_tensioners,flag_pfmot_yes,flag_pfmot_no,flag_urban_kit,flag_ind_belt,flag_n63_full_option,flag_n63_pulley_yes,flag_n63_pulley_no,flag_himatic,flag_allison_not,flag_zf_not,flag_man_option,flag_engine_sideways,cilinder,ac_filter,embrague_std,embrague_esp,tipus_embrague,year_from_v4,year_to_v4,compressors
KC05100023,Kit compresor frío industrial,NISSAN,PRIMASTAR,F9Q (Euro 3),2002,2006,2010,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 1.870,no,"Poly-V Ø119
4.265 rpm","Poly-V 8K A Ø119
4.265 rpm",N-E,2002,06/2006,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC05100053,Kit compresor frío industrial,NISSAN,PRIMASTAR,F9Q (Euro 3),2002,2006,2010,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 1.870,no,"Poly-V Ø119
4.229 rpm","Poly-V 6K A Ø119
4.229 rpm",N-E,2002,06/2006,TM 08 / QP 08 | UP 90
KC05100055,Kit compresor frío industrial,NISSAN,INTERSTAR,ZD30 - Euro 3 | DXi3 - Euro 4,2004,,2006,,,,Yes,,,,Yes,,,,,,,,,,,,,,Yes,4 / 2.953,no,"Poly-V Ø119
4.689 rpm","Poly-V 8K A Ø157
3.554 rpm",N-E/S,2004,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC05100056,Kit compresor frío industrial,NISSAN,CABSTAR,TD-27 T | BD-30 Ti,1997,2003,2011,,,,Yes,,,,Yes,,,,,,,,,,,,,,,"4 / 2.663 _x000D_
4 / 2.953",no,"2A Ø135
4.019 rpm","1A Ø150
3.617 rpm",N-E/S,1997,2003,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC05100056,Kit compresor frío industrial,NISSAN,ATLEON,BD-30 Ti,1997,2003,2007,,,,Yes,,,,Yes,,,,,,,,,,,,,,,4 / 2.953,no,"2A Ø135
4.019 rpm","1A Ø150
3.617 rpm",N-E/S,1997,2003,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC05100057,Kit compresor frío industrial,NISSAN,CABSTAR,TD-27 T | BD-30 Ti,2001,2003,2011,,,,Yes,,,,,,,,,,,,,,,,,,,"4 / 2.663 _x000D_
4 / 2.953",any,"2A Ø135
3.465 rpm",,N,2001,2003,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC05100057,Kit compresor frío industrial,NISSAN,ATLEON,BD-30 Ti,2001,2003,2007,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.953,any,"2A Ø135
3.465 rpm",,N,2001,2003,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC05100058,Kit compresor frío industrial,NISSAN,ATLEON,B4-40 Ti | (Euro 3),2001,,2007,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 3.989,any,"2A Ø135
2.700 rpm",,N,2001,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC05100059,Kit compresor frío industrial,NISSAN,ATLEON,B6-60 Ti | B6-60 Ti (H) | (Euro 3),2001,,2007,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 5.984,any,"2A Ø135
2.700 rpm",,N,2001,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06110090,Kit compresor frío industrial,NISSAN,INTERSTAR,G9U 650 (Euro 4) | G9U 632 (Euro 4),2006,,2006,,,,,,,,,,,,,,,,,,,,,,,4 / 2.464,any,"Poly-V Ø119
3.529 rpm","Poly-V 8K A Ø119
3.529 rpm",N-E,06/2006,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06110090,Kit compresor frío industrial,NISSAN,PRIMASTAR,G9U 650 (Euro 4) | G9U 632 (Euro 4),2006,,2010,,,,,,,,,,,,,,,,,,,,,,,4 / 2.464,any,"Poly-V Ø119
3.529 rpm","Poly-V 8K A Ø119
3.529 rpm",N-E,06/2006,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06110092,Kit compresor frío industrial,NISSAN,ATLEON,ZD30Kai(Hi) (Euro 4-5) | ZD30DDTI (Euro 5) HDT,2006,,2007,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.953,any,"2A Ø135
3.220 rpm",,N,06/2006,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06110093,Kit compresor frío industrial,NISSAN,CABSTAR,ZD30 Kai (Hi) (Euro 4),2006,,2011,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.953,no,"Poly-V Ø119
4.286 rpm","Poly-V 7K A Ø119
4.286 rpm",N-E,06/2006,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06110093,Kit compresor frío industrial,NISSAN,MAXITY,ZD30 Kai (Hi) (Euro 4),2007,,2016,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.953,no,"Poly-V Ø119
4.286 rpm","Poly-V 7K A Ø119
4.286 rpm",N-E,03/2007,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06110093,Kit compresor frío industrial,NISSAN,MAXITY,DXi3 (FAP EEV Euro 5),2007,,2016,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.953,no,"Poly-V Ø119
4.286 rpm","Poly-V 7K A Ø119
4.286 rpm",N-E,03/2007,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06110093,Kit compresor frío industrial,NISSAN,CABSTAR,ZD30H HD-5 (Euro 5),2006,,2011,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.953,no,"Poly-V Ø119
4.286 rpm","Poly-V 7K A Ø119
4.286 rpm",N-E,06/2006,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06110093,Kit compresor frío industrial,NISSAN,MAXITY,DTI 3 (Euro 6),2016,,2016,,,,,,,,,,,,,,,,,,,,,,,4 / 2.953,no,"Poly-V Ø119
4.286 rpm","Poly-V 7K A Ø119
4.286 rpm",N-E,2016,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06110094,Kit compresor frío industrial,NISSAN,CABSTAR,ZD30 Kai (Hi) (Euro 4),2006,,2011,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.953,yes,"Poly-V 8K A Ø119
4.286 rpm","Poly-V 7K A Ø119
4.286 rpm",N-E,06/2006,,TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06110094,Kit compresor frío industrial,NISSAN,MAXITY,ZD30 Kai (Hi) (Euro 4),2007,,2016,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.953,yes,"Poly-V 8K A Ø119
4.286 rpm","Poly-V 7K A Ø119
4.286 rpm",N-E,03/2007,,TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06110094,Kit compresor frío industrial,NISSAN,MAXITY,DXi3 (FAP EEV Euro 5),2007,,2016,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.953,yes,"Poly-V 8K A Ø119
4.286 rpm","Poly-V 7K A Ø119
4.286 rpm",N-E,03/2007,,TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06110094,Kit compresor frío industrial,NISSAN,CABSTAR,ZD30H HD-5 (Euro 5),2006,,2011,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.953,yes,"Poly-V 8K A Ø119
4.286 rpm","Poly-V 7K A Ø119
4.286 rpm",N-E,06/2006,,TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06120095,Kit compresor frío industrial,NISSAN,PRIMASTAR,M9R 780 (Euro 4),2006,,2010,,,,Yes,Yes,,not,,,,,,,,,,,,,,,,4 / 1.995,no,"Poly-V 8K A Ø119
4.353 rpm","Poly-V 7K A Ø119
4.353 rpm",N-E,06/2006,,TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC06120095,Kit compresor frío industrial,NISSAN,NV400 2.3 dCi - FWD,M9T (Euro 5b+),2014,,2016,,Yes,,Yes,Yes,Yes,ok,,,,,,,,,,,,,,,,4 / 2.298,no,"Poly-V 8K A Ø119
4.353 rpm","Poly-V 7K A Ø119
4.353 rpm",N-E,2014,,TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC06120095,Kit compresor frío industrial,NISSAN,NV400 2.3 dCi - FWD,M9T (Euro 4-5),2010,,2016,,Yes,,Yes,Yes,,not,,,,,,,,,,,,,,,,4 / 2.298,no,"Poly-V 8K A Ø119
4.353 rpm","Poly-V 7K A Ø119
4.353 rpm",N-E,06/2010,,TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC06120095,Kit compresor frío industrial,NISSAN,PRIMASTAR,M9R 630 (Euro 5) | M9R 692 (Euro 5),2006,,2010,,,,Yes,Yes,,not,,,,,,,,,,,,,,,,4 / 1.995,no,"Poly-V 8K A Ø119
4.353 rpm","Poly-V 7K A Ø119
4.353 rpm",N-E,06/2006,,TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC06120096,Kit compresor frío industrial,NISSAN,CABSTAR,YD25DDTi | (Euro 4),2006,,2011,,,,Yes,,,,Yes,,,,,,,,,,,,,,,4 / 2.488,no,"Poly-V Ø119
4.992 rpm","Poly-V 8K A Ø157
3.783 rpm",N-E/S,06/2006,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06120096,Kit compresor frío industrial,NISSAN,MAXITY,YD25DDTi | (Euro 4),2007,,2016,,,,Yes,,,,Yes,,,,,,,,,,,,,,,4 / 2.488,no,"Poly-V Ø119
4.992 rpm","Poly-V 8K A Ø157
3.783 rpm",N-E/S,03/2007,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC07020100,Kit compresor frío industrial,NISSAN,ATLEON,ISB4-6L (Euro 4) | ISB4-6H (Euro 4),2007,,2007,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 6.700,any,"2A Ø135
3.630 rpm",,N,02/2007,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC07020101,Kit compresor frío industrial,NISSAN,ATLEON,ISB4-4L (Euro 4) | ISB4-4H (Euro 4),2007,,2007,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 4.462,any,"Poly-V Ø119
3.929 rpm","Poly-V 8K A Ø119
3.929 rpm",N-E,02/2007,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC07070116,Kit compresor frío industrial,NISSAN,CABSTAR,YD25DDTi | (Euro 4),2006,,2011,,,,Yes,,,,Yes,,,,,,,,,,,,,,,4 / 2.488,yes,"Poly-V Ø119
4.992 rpm","Poly-V 8K A Ø157
3.783 rpm",N-E/S,06/2006,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC07070116,Kit compresor frío industrial,NISSAN,MAXITY,YD25DDTi | (Euro 4),2007,,2016,,,,Yes,,,,Yes,,,,,,,,,,,,,,,4 / 2.488,yes,"Poly-V Ø119
4.992 rpm","Poly-V 8K A Ø157
3.783 rpm",N-E/S,03/2007,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC08030126,Kit compresor frío industrial,NISSAN,PRIMASTAR,M9R 780 (Euro 4),2006,,2010,,,,Yes,,,not,,,,,,,,,,,,,,,,4 / 1.995,no,"Poly-V 8K A Ø119
4.353 rpm","Poly-V 7K A Ø119
4.353 rpm",N-E,06/2006,,TM 08 / QP 08 | UP 90
KC08030126,Kit compresor frío industrial,NISSAN,NV400 2.3 dCi - FWD,M9T (Euro 4-5),2010,,2016,,Yes,,Yes,Yes,,not,,,,,,,,,,,,,,,,4 / 2.298,no,"Poly-V 8K A Ø119
4.353 rpm","Poly-V 7K A Ø119
4.353 rpm",N-E,06/2010,,TM 08 / QP 08 | UP 90
KC08030126,Kit compresor frío industrial,NISSAN,NV400 2.3 dCi - FWD,M9T (Euro 5b+),2014,,2016,,Yes,,Yes,Yes,Yes,ok,,,,,,,,,,,,,,,,4 / 2.298,no,"Poly-V 8K A Ø119
4.353 rpm","Poly-V 7K A Ø119
4.353 rpm",N-E,2014,,TM 08 / QP 08 | UP 90
KC08030126,Kit compresor frío industrial,NISSAN,PRIMASTAR,M9R 630 (Euro 5) | M9R 692 (Euro 5),2006,,2010,,,,Yes,,,not,,,,,,,,,,,,,,,,4 / 1.995,no,"Poly-V 8K A Ø119
4.353 rpm","Poly-V 7K A Ø119
4.353 rpm",N-E,06/2006,,TM 08 / QP 08 | UP 90
KC08040127,Kit compresor frío industrial,NISSAN,NV200,K9K (Euro 4 / Euro 5 / Euro 6),2009,,2012,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 1.461,no,,"Poly-V 6K A Ø125
4.800 rpm",#¿NOMBRE?,2009,,TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC08120145,Kit compresor frío industrial,NISSAN,PRIMASTAR,M9R 780 (Euro 4),2006,,2010,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 1.995,yes,"2A Ø135
3.111 rpm",,N,06/2006,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC09050163,Kit compresor frío industrial,NISSAN,NV200,K9K (Euro 4 / Euro 5 / Euro 6),2009,,2012,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 1.461,no,,"Poly-V 6K A Ø125
4.800 rpm",#¿NOMBRE?,2009,,TM 08 / QP 08 | UP 90
KC09090178,Kit compresor frío industrial,NISSAN,PRIMASTAR,M9R 780 (Euro 4),2006,,2010,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 1.995,yes,"2A Ø135
3.111 rpm",,N,06/2006,,TM 08 / QP 08 | UP 90
KC09090179,Kit compresor frío industrial,NISSAN,NV200,K9K (Euro 4),2009,2012,2012,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 1.461,yes,,"Poly-V 6K A Ø125
4.500 rpm",#¿NOMBRE?,2009,2012,TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC09090179,Kit compresor frío industrial,NISSAN,NV200,K9K (Euro 5),2012,,2012,,,,Yes,,,not,,,,,,,,,,,,,,,,4 / 1.461,yes,,"Poly-V 6K A Ø125
4.800 rpm",#¿NOMBRE?,2012,,TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC10020189,Kit compresor frío industrial,NISSAN,NV400 2.3 dCi - RWD,M9T (Euro 4-5),2010,,2016,Yes,,,Yes,Yes,Yes,ok,,,,Yes,Yes,,,,,,,,,,,4 / 2.298,any,"2A Ø135
3.111 rpm",,N,06/2010,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC10020189,Kit compresor frío industrial,NISSAN,NV400 2.3 dCi - RWD,M9T / M9T B7 (Euro 5b+),2014,,2016,Yes,,,Yes,Yes,Yes,ok,,,,,,,,,,,,,,,,4 / 2.298,any,"2A Ø135
3.111 rpm",,N,2014,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC10020189,Kit compresor frío industrial,NISSAN,NV400 2.3 dCi - RWD,M9T / M9T B7 (Euro 6),2016,,2016,Yes,,,Yes,Yes,Yes,ok,,,,Yes,Yes,,,,,,,,,,,4 / 2.298,any,"2A Ø135
3.111 rpm",,N,2016,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC10020189,Kit compresor frío industrial,NISSAN,NV400 2.3 dCi - RWD (EURO 6D),M9T (Euro VI-D Temp),2019,,2019,Yes,,,Yes,Yes,Yes,ok,,,,Yes,Yes,,,,,,,,,,,4 / 2.298,any,"2A Ø135
3.111 rpm",,N,09/2019,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC10020189,Kit compresor frío industrial,NISSAN,INTERSTAR 2.3 dCi - RWD (EURO 6D Full),M9T (Euro VI-D Full),2022,,2022,Yes,,,Yes,Yes,Yes,ok,,,,Yes,Yes,,,,,,,,,,,4 / 2.298,any,"2A Ø135
3.111 rpm",,N,2022,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC10050194,Kit compresor frío industrial,NISSAN,NV400 2.3 dCi - FWD,M9T (Euro 4-5),2010,,2016,,Yes,,Yes,Yes,,ok,,,,,,,,,,,,,,,,4 / 2.298,any,"2A Ø135
3.111 rpm",,N,06/2010,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC10050194,Kit compresor frío industrial,NISSAN,NV400 2.3 dCi - FWD,M9T (Euro 5b+),2014,,2016,,Yes,,Yes,Yes,Yes,ok,,,,,,,,,,,,,,,,4 / 2.298,any,"2A Ø135
3.111 rpm",,N,2014,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC10090201,Kit compresor frío industrial,NISSAN,NV400 2.3 dCi - RWD,M9T (Euro 4-5),2010,,2016,Yes,,,Yes,Yes,Yes,ok,,,,Yes,Yes,,,,,,,,,,,4 / 2.298,any,"2A Ø135
3.111 rpm",,N,06/2010,,TM 08 / QP 08 | UP 90
KC10090201,Kit compresor frío industrial,NISSAN,NV400 2.3 dCi - RWD,M9T / M9T B7 (Euro 5b+),2014,,2016,Yes,,,Yes,Yes,Yes,ok,,,,,,,,,,,,,,,,4 / 2.298,any,"2A Ø135
3.111 rpm",,N,2014,,TM 08 / QP 08 | UP 90
KC10090201,Kit compresor frío industrial,NISSAN,NV400 2.3 dCi - RWD,M9T / M9T B7 (Euro 6),2016,,2016,Yes,,,Yes,Yes,Yes,ok,,,,Yes,Yes,,,,,,,,,,,4 / 2.298,any,"2A Ø135
3.111 rpm",,N,2016,,TM 08 / QP 08 | UP 90
KC10090202,Kit compresor frío industrial,NISSAN,NV400 2.3 dCi - FWD,M9T (Euro 4-5),2010,,2016,,Yes,,Yes,Yes,,ok,,,,,,,,,,,,,,,,4 / 2.298,any,"2A Ø135
3.111 rpm",,N,06/2010,,TM 08 / QP 08 | UP 90
KC10090202,Kit compresor frío industrial,NISSAN,NV400 2.3 dCi - FWD,M9T (Euro 5b+),2014,,2016,,Yes,,Yes,Yes,Yes,ok,,,,,,,,,,,,,,,,4 / 2.298,any,"2A Ø135
3.111 rpm",,N,2014,,TM 08 / QP 08 | UP 90
KC10120212,Kit compresor frío industrial,NISSAN,CABSTAR,YD25DDTi | (Euro 4),2006,,2011,,,,Yes,,,,Yes,,,,,,,,,,,,,,,4 / 2.488,no,"Poly-V 8K A Ø119
4.992 rpm","Poly-V 8K A Ø157
3.783 rpm",N-E,06/2006,,TM 08 / QP 08 | UP 90
KC10120212,Kit compresor frío industrial,NISSAN,MAXITY,YD25DDTi | (Euro 4),2007,,2016,,,,Yes,,,,Yes,,,,,,,,,,,,,,,4 / 2.488,no,"Poly-V 8K A Ø119
4.992 rpm","Poly-V 8K A Ø157
3.783 rpm",N-E,03/2007,,TM 08 / QP 08 | UP 90
