code,kit_type,brand,model_clean,engine_all,year_from_int,year_to_int,model_max_year,flag_rwd,flag_fwd,flag_awd,flag_rhd,flag_start_stop,flag_high_idle,flag_gearbox_v3,flag_sanden,flag_auto_tensioner,flag_two_auto_tensioners,flag_pfmot_yes,flag_pfmot_no,flag_urban_kit,flag_ind_belt,flag_n63_full_option,flag_n63_pulley_yes,flag_n63_pulley_no,flag_himatic,flag_allison_not,flag_zf_not,flag_man_option,flag_engine_sideways,cilinder,ac_filter,embrague_std,embrague_esp,tipus_embrague,year_from_v4,year_to_v4,compressors
KB14088062,Kit compresor A/C,MERCEDES,SPRINTER,M 272 E 35 | (Euro 4-5-6),2008,,2008,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 3.498,any,"Poly-V 5K A Ø119
6.200 rpm",,N,09/2008,,SD5H09
KB14098064,Kit compresor A/C,MERCEDES,CHASSIS OC 500 RF,OM936 (Euro 6),2014,,2014,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 7.700,no,"2B Ø203
2.746 rpm",,N,2014,,BOCK FK40
KB15028072,Kit compresor A/C,MERCEDES,MERCEDES OC 500 RF,OM470 (Euro 6),,,,,,,,,,,,,,,,,,,,,,,,,,6 / 10.676,no,"2B Ø203 / 2A Ø254
2.730 rpm",,N,,,BOCK FK40
KB15078076,Kit compresor A/C,MERCEDES,ATEGO,OM934 (Euro 6),2014,,2014,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 5.132,any,"2A Ø145
3.820 rpm",,N,2014,,TM 21 / QP 21
KB16098082,Kit compresor A/C,MERCEDES,ATEGO,OM936 (Euro 6),2014,,2014,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 7.700,any,"2A Ø145
3.520 rpm",,N,2014,,TM 21 / QP 21
KB20028096,Kit compresor A/C,MERCEDES,ATEGO,OM934 (Euro 6),2014,,2014,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 5.132,any,"8K A Ø137
4.100 rpm","8K A Ø137
4.100 rpm",N-E,2014,,TM 21 / QP 21
KB22028110,Kit compresor A/C,MERCEDES,SPRINTER 2.0,OM 654 D20 SCR | (Euro 6d-Temp / VI E),2020,,2020,Yes,,,Yes,,,,,,,,,,,,Yes,,,,,,,4 / 1.950,any,"Poly-V 8K A Ø137
4.632 rpm","Poly-V 8K A Ø137
4.632 rpm",N-E,2020,,TM 21 / QP 21
KB22028111,Kit compresor A/C,MERCEDES,SPRINTER 2.0,OM 654 D20 SCR | (Euro 6d-Temp / VI E),2020,,2020,Yes,,,Yes,,,,,,,,,,,Yes,Yes,,,,,,,4 / 1.950,any,"Poly-V 8K A Ø119
4.940 rpm","Poly-V 8K A Ø119
4.940 rpm",N-E,2020,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 150 / UPF 150 | UP 170 / UPF 170
KB22068112,Kit compresor A/C,MERCEDES,Econic 1827/1830/1835,OM936 (Euro 6),2014,,2014,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 7.700,any,"8PK Ø137
4.046 rpm",,N,2014,,QP 25
KC05090001,Kit compresor frío industrial,MERCEDES,SPRINTER,OM 611 DE 22 LA | OM 612 DE 27 LA | (Euro 3),2000,2006,2018,,,,Yes,,,,Yes,,,,,,,,,,,,,,,"4 / 2.151_x000D_
5 / 2.686",no,"Poly-V Ø119
4.854 rpm","Poly-V 6K A Ø178
3.244 rpm",N-E/S,2000,06/2006,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC05100002,Kit compresor frío industrial,MERCEDES,SPRINTER,OM 611 DE 22 LA | OM 612 DE 27 LA | (Euro 3),2000,2006,2018,,,,Yes,,,,Yes,,,,,,,,,,,,,,,"4 / 2.151_x000D_
5 / 2.686",any,"2A Ø135
3.716 rpm","1A Ø150
3.344 rpm",N-E/S,2000,06/2006,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC05100003,Kit compresor frío industrial,MERCEDES,SPRINTER,OM 611 DE 22 LA | OM 612 DE 27 LA | (Euro 3),2000,2006,2018,,,,Yes,,,,Yes,,,,,,,,,,,,,,,"4 / 2.151_x000D_
5 / 2.686",any,"2A Ø135
3.716 rpm","1A Ø150
3.344 rpm",N-E/S,2000,06/2006,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC05100004,Kit compresor frío industrial,MERCEDES,ATEGO,OM 904 LA (Euro 3-4-5) | OM 924 LA (Euro 3-4-5),1998,,2014,,,,Yes,,,,,,,,,,,,,,,,,,,"4 / 4.249_x000D_
4 / 4.800",any,"2A Ø135
2.860 rpm",,N,1998,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC05100004,Kit compresor frío industrial,MERCEDES,ATEGO,OM 906 LA (Euro 3) | OM 906 LA (Euro 4) | OM 906 LA (Euro 5),1998,,2014,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 6.374,any,"2A Ø135
2.860 rpm",,N,1998,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC05100004,Kit compresor frío industrial,MERCEDES,AXOR 1823 / 1828 / 2523 / 2528,OM 906 LA (Euro 3-4-5),2005,,2005,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 6.374,no,"2A Ø135
2.860 rpm",,N,2005,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC05100019,Kit compresor frío industrial,MERCEDES,VITO,OM 646 DE 22 LA | (Euro 3),2003,,2014,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.148,no,"2A Ø135
3.040 rpm",,N,2003,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC05100022,Kit compresor frío industrial,MERCEDES,VARIO,OM 904 LA (Euro 3) | OM 904 LA (Euro 4) | OM 904 LA (Euro 5),1997,,1997,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 4.249,any,"2A Ø135
2.860 rpm",,N,1997,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06060076,Kit compresor frío industrial,MERCEDES,SPRINTER,OM 646 DE LA | (Euro 4),2006,,2018,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.148,any,"2A Ø135
3.740 rpm",,N,06/2006,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06060077,Kit compresor frío industrial,MERCEDES,VITO,OM 646 DE 22 LA | (Euro 4),2006,,2014,,,,Yes,,,,Yes,,,,,,,,,,,,,,,4 / 2.148,any,,"Poly-V 6K A Ø125
3.369 rpm",#¿NOMBRE?,2006,,TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06100089,Kit compresor frío industrial,MERCEDES,SPRINTER,OM 642 DE LA | (Euro 4-5-6),2006,,2018,,,,Yes,,,,Yes,,,,,,,,,,,,,,,6 / 2.987,any,"Poly-V Ø119
4.694 rpm","Poly-V 6K A Ø142
3.934 rpm",N-E/S,06/2006,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06100089,Kit compresor frío industrial,MERCEDES,SPRINTER 3.0,OM 642 DE30LA | (Euro 4-5-6),2006,,2006,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,6 / 2.987,any,"Poly-V Ø119
4.694 rpm","Poly-V 6K A Ø142
3.934 rpm",N-E/S,06/2006,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC06100089,Kit compresor frío industrial,MERCEDES,SPRINTER 3.0,OM 642 DE30LA | (Euro 6d Temp),2006,,2006,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,6 / 2.987,any,"Poly-V Ø119
4.694 rpm","Poly-V 6K A Ø142
3.934 rpm",N-E/S,06/2006,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC08030125,Kit compresor frío industrial,MERCEDES,ATEGO,OM 904 LA (Euro 3-4-5) | OM 924 LA (Euro 3-4-5),1998,,2014,,,,Yes,,,,,,,,,,,,,,,,,,,"4 / 4.249_x000D_
4 / 4.800",any,2B Ø152 / 2.845 rpm,,N,1998,,TK-315
KC08030125,Kit compresor frío industrial,MERCEDES,ATEGO,OM 906 LA (Euro 3) | OM 906 LA (Euro 4) | OM 906 LA (Euro 5),1998,,2014,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 6.374,any,2B Ø152 / 2.845 rpm,,N,1998,,TK-315
KC08030125,Kit compresor frío industrial,MERCEDES,AXOR 1823 / 1828 / 2523 / 2528,OM 906 LA (Euro 3) | OM 906 LA (Euro 4) | OM 906 LA (Euro 5),2005,,2005,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 6.374,no,2B Ø152 / 2.845 rpm,,N,2005,,TK-315
KC08100141,Kit compresor frío industrial,MERCEDES,SPRINTER,OM 646 DE LA | (Euro 4),2006,,2018,,,,Yes,,,,,,,,,,,,Yes,,,,,,,4 / 2.148,any,"2A Ø135
3.740 rpm",,N,06/2006,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC08100141,Kit compresor frío industrial,MERCEDES,VITO,OM 646 DE 22 LA | (Euro 4),2006,,2014,,,,Yes,,,,,,,,,,,,Yes,,,,,,,4 / 2.148,any,"2A Ø135
3.740 rpm",,N,2006,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC08110142,Kit compresor frío industrial,MERCEDES,SPRINTER,M 272 E 35 | (Euro 4 / Euro 5),2008,,2018,,,,Yes,,,,Yes,,,,,,,,,,,,,,,6 / 3.498,any,"Poly-V 8K A Ø119
4.958 rpm","Poly-V 8K A Ø157
3.758 rpm",N-E,09/2008,,TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC09040159,Kit compresor frío industrial,MERCEDES,SPRINTER,OM 646 DE LA | (Euro 4),2006,,2018,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 2.148,any,"2A Ø135
3.740 rpm",,N,06/2006,,TM 08 / QP 08 | UP 90
KC09060166,Kit compresor frío industrial,MERCEDES,ACTROS,OM 501 LA (Euro 4-5),2004,,2014,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 11.950,any,"Poly-V 6K A Ø145 /Poly-V 7K A Ø145
3.793 rpm",,N,2004,,CR2318 | CR2323
KC09060167,Kit compresor frío industrial,MERCEDES,ACTROS,OM 501 LA (Euro 4-5),2004,,2014,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 11.950,any,,"Poly-V 8K A Ø145
3.898 rpm",#¿NOMBRE?,2004,,TK-315
KC09060168,Kit compresor frío industrial,MERCEDES,SPRINTER,M 271 E18 ML | (Euro 4 / Euro 5 / Euro 6),2008,,2018,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 1.796,any,"2A Ø135
4.000 rpm",,N,2008,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC09070171,Kit compresor frío industrial,MERCEDES,SPRINTER 2.143,OM 651 DE22 LA | (Euro 5b / Euro 6 b / Euro 6c Gr.III/ VI-C),2014,,2018,Yes,,,Yes,,,,Yes,,,,,,,,Yes,,,,,,,4 / 2.143,any,"Poly-V Ø119
4.660 rpm","Poly-V 6K A Ø157
3.530 rpm",N-E/S,2014,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC09070171,Kit compresor frío industrial,MERCEDES,SPRINTER,OM 651 DE22 LA (Euro 5),2009,,2018,,,,Yes,,,,Yes,,,,,,,,Yes,,,,,,,4 / 2.143,any,"Poly-V Ø119
4.660 rpm","Poly-V 6K A Ø157
3.530 rpm",N-E/S,2009,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC09070171,Kit compresor frío industrial,MERCEDES,SPRINTER 2.143,OM 651 DE22 LA | (Euro 6d Temp),2014,,2018,Yes,,,Yes,,,,Yes,,,,,,,,Yes,,,,,,,4 / 2.143,any,"Poly-V Ø119
4.660 rpm","Poly-V 6K A Ø157
3.530 rpm",N-E/S,2014,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC09070172,Kit compresor frío industrial,MERCEDES,SPRINTER 2.143,OM 651 DE22 LA | (Euro 5b / Euro 6 b / Euro 6c Gr.III/ VI-C),2014,,2018,Yes,,,Yes,,,,,,,,,,,,,Yes,,,,,,4 / 2.143,any,"2A Ø135
3.300 rpm",,N,2014,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC09070172,Kit compresor frío industrial,MERCEDES,SPRINTER,OM 651 DE22 LA (Euro 5),2009,,2018,,,,Yes,,,,,,,,,,,,,Yes,,,,,,4 / 2.143,any,"2A Ø135
3.300 rpm",,N,2009,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC09070172,Kit compresor frío industrial,MERCEDES,SPRINTER 2.143,OM 651 DE22 LA | (Euro 6d Temp),2014,,2018,Yes,,,Yes,,,,,,,,,,,,,Yes,,,,,,4 / 2.143,any,"2A Ø135
3.300 rpm",,N,2014,,SD5H14 | SD5L14 | SD7H15 | SD7L15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC09090174,Kit compresor frío industrial,MERCEDES,SPRINTER 2.143,OM 651 DE22 LA | (Euro 5b / Euro 6 b / Euro 6c Gr.III/ VI-C),2014,,2018,,,,Yes,,,,,,,,,,,,Yes,,,,,,,4 / 2.143,any,"Poly-V Ø119
4.660 rpm","Poly-V 6K A Ø157
3.530rpm",N-E,2014,,TM 08 / QP 08 | UP 90
KC09090174,Kit compresor frío industrial,MERCEDES,SPRINTER,OM 651 DE22 LA (Euro 5),2009,,2018,,,,Yes,,,,,,,,,,,,Yes,,,,,,,4 / 2.143,any,"Poly-V Ø119
4.660 rpm","Poly-V 6K A Ø157
3.530rpm",N-E,2009,,TM 08 / QP 08 | UP 90
KC09090175,Kit compresor frío industrial,MERCEDES,SPRINTER 2.143,OM 651 DE22 LA | (Euro 5b / Euro 6 b / Euro 6c Gr.III/ VI-C),2014,,2018,,,,Yes,,,,,,,,,,,,Yes,,,,,,,4 / 2.143,any,"Poly-V 8K A Ø137
4.412 rpm","Poly-V 8K A Ø137
4.412 rpm",N-E,2014,,TM 21 / QP 21
KC09090175,Kit compresor frío industrial,MERCEDES,SPRINTER,OM 651 DE22 LA (Euro 5),2009,,2018,,,,Yes,,,,,,,,,,,,Yes,,,,,,,4 / 2.143,any,"Poly-V 8K A Ø137
4.412 rpm","Poly-V 8K A Ø137
4.412 rpm",N-E,2009,,TM 21 / QP 21
KC09090175,Kit compresor frío industrial,MERCEDES,SPRINTER 2.143,OM 651 DE22 LA | (Euro 6d Temp),2014,,2018,,,,Yes,,,,,,,,,,,,Yes,,,,,,,4 / 2.143,any,"Poly-V 8K A Ø137
4.412 rpm","Poly-V 8K A Ø137
4.412 rpm",N-E,2014,,TM 21 / QP 21
KC09100183,Kit compresor frío industrial,MERCEDES,VARIO,OM 904 LA (Euro 3) | OM 904 LA (Euro 4) | OM 904 LA (Euro 5),1997,,1997,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 4.249,any,"1B Ø152 / 1B Ø155
2.790 rpm",,N,1997,,CR2318 | CR2323
KC10050192,Kit compresor frío industrial,MERCEDES,SPRINTER,OM 642 DE LA | (Euro 4-5-6),2006,,2018,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 2.987,any,"Poly-V 8K A Ø137
3.964 rpm","Poly-V 8K A Ø137
3.964 rpm",N-E,06/2006,,TM 21 / QP 21
KC10050192,Kit compresor frío industrial,MERCEDES,SPRINTER 3.0,OM 642 DE30LA | (Euro 4-5-6),2006,,2006,,,Yes,Yes,,,,,,,,,,,,,,,,,,,6 / 2.987,any,"Poly-V 8K A Ø137
3.964 rpm","Poly-V 8K A Ø137
3.964 rpm",N-E,06/2006,,TM 21 / QP 21
KC10050192,Kit compresor frío industrial,MERCEDES,SPRINTER 3.0,OM 642 DE30LA | (Euro 6d Temp),2006,,2006,,,Yes,Yes,,,,,,,,,,,,,,,,,,,6 / 2.987,any,"Poly-V 8K A Ø137
3.964 rpm","Poly-V 8K A Ø137
3.964 rpm",N-E,06/2006,,TM 21 / QP 21
KC10090203,Kit compresor frío industrial,MERCEDES,VITO,OM 651 DE 22 LA | (Euro 5),2010,,2014,,,,Yes,,,not,Yes,,,,,,,,,,,,,,,4 / 2.143,no,"Poly-V Ø119
4.695 rpm","Poly-V 6K A Ø157
3.560 rpm",N-E/S,2010,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | UP 120 / UPF 120 | UP 150 / UPF 150
KC10090204,Kit compresor frío industrial,MERCEDES,VITO,OM 651 DE 22 LA | (Euro 5),2010,,2014,,,,Yes,,,not,,,,,,,,,,,,,,,,4 / 2.143,no,"Poly-V Ø119
4.695 rpm","Poly-V 6K A Ø157
3.560 rpm",N-E,2010,,TM 08 / QP 08 | UP 90
KC11030218,Kit compresor frío industrial,MERCEDES,VARIO,OM 904 LA (Euro 3) | OM 904 LA (Euro 4) | OM 904 LA (Euro 5),1997,,1997,,,,Yes,,,,,,,,,,,,,,,,,,,4 / 4.249,any,"1B Ø128 3.953 rpm / 1B Ø134
3.776 rpm",,N,1997,,CS150 | CS90
KC11030219,Kit compresor frío industrial,MERCEDES,ATEGO,OM 904 LA (Euro 3-4-5) | OM 924 LA (Euro 3-4-5),1998,,2014,,,,Yes,,,,,,,,,,,,,,,,,,,"4 / 4.249_x000D_
4 / 4.800",any,"1B Ø128 / 3.953 rpm
1B Ø134 / 3.776 rpm",,N,1998,,CS150 | CS90
KC11030219,Kit compresor frío industrial,MERCEDES,ATEGO,OM 906 LA (Euro 3) | OM 906 LA (Euro 4) | OM 906 LA (Euro 5),1998,,2014,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 6.374,any,"1B Ø128 / 3.953 rpm
1B Ø134 / 3.776 rpm",,N,1998,,CS150 | CS90
KC11050231,Kit compresor frío industrial,MERCEDES,SPRINTER,OM 642 DE LA | (Euro 4-5-6),2006,,2018,,,,Yes,,,,Yes,,,,,,,,,Yes,,,,,,6 / 2.987,any,"Poly-V Ø119
4.694 rpm","Poly-V 6K A Ø142
3.934 rpm",N-E/S,06/2006,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC11050231,Kit compresor frío industrial,MERCEDES,SPRINTER 3.0,OM 642 DE30LA | (Euro 4-5-6),2006,,2006,,,Yes,Yes,,,,Yes,,,,,,,,,Yes,,,,,,6 / 2.987,any,"Poly-V Ø119
4.694 rpm","Poly-V 6K A Ø142
3.934 rpm",N-E/S,06/2006,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC11050231,Kit compresor frío industrial,MERCEDES,SPRINTER 3.0,OM 642 DE30LA | (Euro 6d Temp),2006,,2006,,,Yes,Yes,,,,Yes,,,,,,,,,Yes,,,,,,6 / 2.987,any,"Poly-V Ø119
4.694 rpm","Poly-V 6K A Ø142
3.934 rpm",N-E/S,06/2006,,SD5H14 | SD7H15 | TM 13 / QP 13 | TM 15 / QP 15 | TM 16 / QP 16 | UP 120 / UPF 120 | UP 150 / UPF 150 | UP 170 / UPF 170
KC11050232,Kit compresor frío industrial,MERCEDES,SPRINTER,OM 642 DE LA | (Euro 4-5-6),2006,,2018,,,,Yes,,,,,,,,,,,,,Yes,,,,,,6 / 2.987,any,"Poly-V Ø119
4.694 rpm","Poly-V 6K A Ø142
3.934 rpm",N-E,06/2006,,TM 08 / QP 08 | UP 90
KC11050232,Kit compresor frío industrial,MERCEDES,SPRINTER 3.0,OM 642 DE30LA | (Euro 4-5-6),2006,,2006,,,Yes,Yes,,,,,,,,,,,,,Yes,,,,,,6 / 2.987,any,"Poly-V Ø119
4.694 rpm","Poly-V 6K A Ø142
3.934 rpm",N-E,06/2006,,TM 08 / QP 08 | UP 90
KC11070239,Kit compresor frío industrial,MERCEDES,ACTROS,OM 501 LA (Euro 4-5),2004,,2014,,,,Yes,,,,,,,,,,,,,,,,,,,6 / 11.950,any,CS090 6PKØ90 6.290 rpm / CS150 6PKØ115 4.915 rpm,,N,2004,,CS150 | CS90
